created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 22:10:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,0,,RandalForce,10,13,,,,
Fri Jun 18 22:10:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,94,53.0,ScienceOfCats,0,6,,,,The Twittiverse
Fri Jun 18 22:10:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,4,8.0,AbuibrahimNBS,163,662,,,,
Fri Jun 18 22:10:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",p,0.0,0.0,en,0,,QSpartamaggie,1319,4014,True,,,"Abuja, Nigeria"
Fri Jun 18 22:10:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",r,0.0,0.0,en,30,34.0,the_zainiac,409,367,,,,011
Fri Jun 18 22:11:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,585,385.0,LastButOne1,16,118,,,,
Fri Jun 18 22:11:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",a,0.0,0.0,en,0,,sikh_coalition,36502,2079,False,,,"New York, NY"
Fri Jun 18 22:11:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",d,0.0,0.0,en,0,,mal_briggs678,127,858,,,,Yorkshire
Fri Jun 18 22:11:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,4,1.0,RayZahab,8109,4163,,,,Canada
Fri Jun 18 22:11:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",w,0.0,0.0,en,168,112.0,alexbpeterson,1868,1293,,,,"Spokane, WA"
Fri Jun 18 22:12:02 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",i,0.0,0.0,en,0,,TCFLA,497,316,,,,"Toronto, Ontario"
Fri Jun 18 22:12:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",l,0.0,0.0,en,7,2.0,shemp357,350,1037,,,,
Fri Jun 18 22:12:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",d,0.0,0.0,en,416,264.0,disasterqueerea,436,392,False,,,chicago
Fri Jun 18 22:12:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",l,0.0,0.0,en,2014,143.0,theskibeagle,49720,94347,,,,London & Ireland
Fri Jun 18 22:12:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",y,0.0,0.0,en,94,54.0,ronnynga,76,2414,,,,
Fri Jun 18 22:12:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>", ,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 22:12:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",t,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 22:12:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h,0.0,0.0,en,0,,_jankipatel,54,58,False,,,
Fri Jun 18 22:12:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",r,0.0,0.0,en,156,91.0,ronnynga,76,2414,,,,
Fri Jun 18 22:12:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",o,0.0,0.0,en,0,2.0,thedijohnson,98,590,,,,#AlwaysWasAlwaysWillBe
Fri Jun 18 22:12:58 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",u,0.0,0.0,en,0,1.0,JoelKlebanoff,1142,392,,,,"Toronto, Ontario, Canada,World,Universe"
Fri Jun 18 22:13:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",g,0.0,0.0,en,586,386.0,BarbaraVonOw,928,1039,,,,"Leicester, UK"
Fri Jun 18 22:13:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h,0.0,0.0,en,0,,hollywoodcurry,2433,984,False,,,USA
Fri Jun 18 22:14:04 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",o,0.0,0.0,en,73,35.0,PeterGibson72,273,414,,,,"Carnmoney, Northern Ireland"
Fri Jun 18 22:14:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",u,0.0,0.0,en,420,265.0,Steven_Elsner,320,427,False,,,Shadow Realm
Fri Jun 18 22:14:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,0,,DaviesBooks,91315,75400,,,,USA 
Fri Jun 18 22:14:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,589,665.0,lisalawyer9,101,325,,,,"New Brunswick, Canada"
Fri Jun 18 22:14:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",o,0.0,0.0,en,1,1.0,maneewan,211,46,,,,
Fri Jun 18 22:14:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",u,0.0,0.0,en,23,20.0,MarkSmi75510649,64,8,,,,
Fri Jun 18 22:14:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",r,0.0,0.0,en,288,265.0,lisalawyer9,101,325,,,,"New Brunswick, Canada"
Fri Jun 18 22:14:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,0,1.0,richardupuy,821,600,,,,
Fri Jun 18 22:14:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",c,0.0,0.0,en,6,5.0,rachellcummins,59,216,,,,
Fri Jun 18 22:14:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",o,0.0,0.0,en,420,266.0,Pradeep68775594,440,436,False,,,
Fri Jun 18 22:14:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",u,0.0,0.0,en,480,192.0,Preciousmyheart,452,615,,,,Florida
Fri Jun 18 22:14:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n,0.0,0.0,en,21,10.0,prather_c,85,786,,,,
Fri Jun 18 22:14:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,476,242.0,OksanaPyzikUCL,4303,3604,,,,"London, UK"
Fri Jun 18 22:15:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",r,0.0,0.0,en,420,267.0,alumonim,412,225,False,,,🇮🇶
Fri Jun 18 22:15:12 +0000 2021,"<a href=""http://bustops.ng"" rel=""nofollow"">bustopsng</a>",y,0.0,0.0,en,0,1.0,bustopsng,3401,4,False,,,"Lagos, Nigeria"
Fri Jun 18 22:15:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.,0.0,0.0,en,43,27.0,lisalawyer9,101,325,,,,"New Brunswick, Canada"
Fri Jun 18 22:15:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","
",0.0,0.0,en,421,268.0,StartOfJourney,10094,4587,False,,,Free Palestine
Fri Jun 18 22:15:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","
",0.0,0.0,en,481,193.0,asianatolia,45,117,,,,
Fri Jun 18 22:15:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",V,0.0,0.0,en,41,28.0,kalia273,333,1309,,,,
Fri Jun 18 22:15:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",a,0.0,0.0,en,104,24.0,SesonaTheGift,900,516,,,,"Pretoria, South Africa"
Fri Jun 18 22:16:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",c,0.0,0.0,en,101,88.0,drkatyjenkins,497,356,,,,"Newcastle Upon Tyne, England"
Fri Jun 18 22:16:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",c,0.0,0.0,en,1674,1162.0,versacevip2,14,227,,,,
Fri Jun 18 22:16:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",i,0.0,0.0,en,255,104.0,SousaPPS,1607,4999,,,,Portugal
Fri Jun 18 22:16:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",n,0.0,0.0,en,420,268.0,hilal_alqamar,78,199,True,,,Thepromisedland
Fri Jun 18 22:16:47 +0000 2021,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",e,0.0,0.0,en,2,1.0,compuguy,1254,4952,,,,The DMV
Fri Jun 18 22:16:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",s,0.0,0.0,en,138,70.0,empathy1st1,64,249,,,,
Fri Jun 18 22:16:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,590,666.0,Titanee,55,491,,,,"New Rochelle, NY"
Fri Jun 18 22:16:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",a,0.0,0.0,en,3302,214.0,Kasia_HP,8175,5490,,,,"Las Vegas, NV"
Fri Jun 18 22:16:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",r,0.0,0.0,en,26,5.0,Link_Man_1,961,260,,,,Bocchi's School of Laughs
Fri Jun 18 22:16:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,164,134.0,SalamanderTrust,3011,2913,,,,
Fri Jun 18 22:16:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,15,2.0,NanananaBrown,1468,1311,,,,"Toronto, Ontario"
Fri Jun 18 22:16:58 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",g,0.0,0.0,en,237,52.0,dezsmom,396,2011,,,,"ontario, canada"
Fri Jun 18 22:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",r,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 22:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",e,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 22:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",a,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 22:17:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,129,37.0,_shervzOG,797,370,,,,
Fri Jun 18 22:17:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,103,89.0,SalamanderTrust,3011,2913,,,,
Fri Jun 18 22:17:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b,0.0,0.0,en,14,6.0,Hospital_ET,1360,5001,False,,,L'Hospitalet
Fri Jun 18 22:17:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",u,0.0,0.0,en,4,3.0,ZexiAllyy,555,485,,,,Nearby Bushes
Fri Jun 18 22:17:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,948,535.0,bgmarete,396,1289,,,,"Dublin City, Ireland"
Fri Jun 18 22:18:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,366,84.0,bhekaNkonyane,243,433,,,,"Johannesburg, South Africa"
Fri Jun 18 22:18:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",w,0.0,0.0,en,129,38.0,_PassMeTheJava,2326,1279,,,,868
Fri Jun 18 22:18:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,0,,eastknow,2511,1687,False,,,East Kootenay
Fri Jun 18 22:18:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,2015,144.0,brintbeth,124,84,,,,
Fri Jun 18 22:18:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",n,0.0,0.0,en,95,55.0,bryant_yek,58,511,,,,
Fri Jun 18 22:18:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,2,1.0,Abu36671572,5,179,,,,
Fri Jun 18 22:18:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,478,243.0,SuzanneW_1,365,373,,,,"York, England"
Fri Jun 18 22:18:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",d,0.0,0.0,en,423,269.0,mkhankhakwani,469,551,False,,,
Fri Jun 18 22:18:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,0,,Janet8615,358,517,False,,,"Goa, India"
Fri Jun 18 22:18:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,33,23.0,SusieTaylorW,337,220,,,,Colorado
Fri Jun 18 22:18:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",o,0.0,0.0,en,104,90.0,SerraltaEmilie,461,1119,,,,
Fri Jun 18 22:18:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,5,9.0,Avenger1821,439,550,,,,
Fri Jun 18 22:18:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",d,0.0,0.0,en,0,,MagarinosC,3116,325,,,,Argentina
Fri Jun 18 22:18:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",o,0.0,0.0,en,1586,904.0,KatiaRicoP,259,1170,,,,Ciudad de México
Fri Jun 18 22:19:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,0,,KatiaRicoP,259,1170,,,,Ciudad de México
Fri Jun 18 22:19:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",m,0.0,0.0,en,0,,ChrisProttas,746,479,,,,"Philadelphia, PA"
Fri Jun 18 22:19:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",o,0.0,0.0,en,591,667.0,mellian1,4264,4902,,,,Florida
Fri Jun 18 22:20:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",r,0.0,0.0,en,106,25.0,itsKhaaanyi,539,730,,,,"Pretoria, South Africa"
Fri Jun 18 22:20:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,4,1.0,KumbushoDawson,95327,988,,,,"Dar es Salaam, Tanzania"
Fri Jun 18 22:20:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,0,1.0,JoChiaradia,1885,2196,,,,       
Fri Jun 18 22:20:52 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",h,0.0,0.0,en,426,271.0,SillyLazyPerson,311,2417,False,,,
Fri Jun 18 22:21:33 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",t,0.0,0.0,en,23,21.0,onoboa,1428,857,,,,Uruguay
Fri Jun 18 22:22:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,0,1.0,mpklang,31612,2890,,,,"Klang, Selangor, Malaysia"
Fri Jun 18 22:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",p,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 22:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",s,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 22:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",:,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 22:22:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",/,0.0,0.0,en,427,272.0,niijsiibb,2046,164,False,,,25 | they/them | FUB FREE
Fri Jun 18 22:22:24 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",/,0.0,0.0,en,42,29.0,santanamary,2576,2083,,,,"New York, NY"
Fri Jun 18 22:22:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,63,24.0,Carolin38043571,78,156,,,,Ireland
Fri Jun 18 22:22:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",.,0.0,0.0,en,128,75.0,_GiuliaBordin,217,364,,,,"Brussels, Belgium"
Fri Jun 18 22:22:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",c,0.0,0.0,en,79,28.0,LekkaMercedez,3830,3892,,,,
Fri Jun 18 22:22:49 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",o,0.0,0.0,en,42,30.0,LibbyTard5,1672,1720,,,,"Mississippi, Gods Country"
Fri Jun 18 22:22:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",/,0.0,0.0,en,255,105.0,jsantanalopes,3004,4290,,,,Portugal
Fri Jun 18 22:23:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",o,0.0,0.0,en,95,56.0,rcmienews,145,92,,,,"RCMI, Medical Sciences Campus"
Fri Jun 18 22:23:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,0.0,0.0,en,170,113.0,CovidBoricua,32,0,,,,"Minnesota City, MN"
Fri Jun 18 22:23:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",v,0.0,0.0,en,0,,BrianGr44669587,1161,1268,False,,,on top of the world
Fri Jun 18 22:24:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",X,0.0,0.0,en,0,,rastapackermon,75,367,,,,
Fri Jun 18 22:24:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9,0.0,0.0,en,164,135.0,foggyknitter,723,415,,,,Croydon
Fri Jun 18 22:24:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",T,0.0,0.0,en,8,3.0,BaronMichaelSD,364,466,,,,
Fri Jun 18 22:24:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",k,0.0,0.0,en,363,182.0,misskayla2440,813,1188,,,,[DMV]
Fri Jun 18 22:24:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Y,0.0,0.0,en,1,1.0,sejemahad,1513,3110,,,,
Fri Jun 18 22:24:12 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",0,0.0,0.0,en,364,183.0,viralvideovlogs,6856,4581,,,,കേരളം
Fri Jun 18 22:24:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Q,0.0,0.0,en,0,,IbnSiqilli,6549,1033,False,,,
Fri Jun 18 22:24:33 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",I,0.0,0.0,en,591,668.0,dialogicspace,162,252,,,,
Fri Jun 18 22:24:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",’,0.0,0.0,en,483,244.0,Milenyal_Katips,423,1092,,,,"South West, England"
Fri Jun 18 22:25:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",m,0.0,0.0,en,11,6.0,BaronMichaelSD,364,466,,,,
Fri Jun 18 22:25:44 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,83,29.0,2NjoyMore,3616,4886,,,,"Amarillo, TX ~ USA"
Fri Jun 18 22:26:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",p,0.0,0.0,en,87,32.0,OldSalz,6214,6769,,,,"NJ, USA"
Fri Jun 18 22:26:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",l,0.0,0.0,en,0,1.0,Bee2020De,392,716,,,,
Fri Jun 18 22:26:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,23,22.0,Alethei75660412,4,48,,,,"Wonderland forest, Virginia"
Fri Jun 18 22:26:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",a,0.0,0.0,en,0,,CryptoGodDude,51,177,False,,,"Madison, Wisconsin"
Fri Jun 18 22:26:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",s,0.0,0.0,en,5,5.0,RoscoL999,517,1273,,,,Glasgow
Fri Jun 18 22:26:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,13,10.0,africaupdates,121789,133967,,,,
Fri Jun 18 22:26:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",d,0.0,0.0,en,484,245.0,shortstumpylegs,101,816,,,,"Bristol, United Kingdom"
Fri Jun 18 22:26:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,0,,martinswadley,1604,1238,,,,"Worcester, England"
Fri Jun 18 22:26:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,428,273.0,sswgkm,434,126,False,,,she/20+/nsfw sometimes
Fri Jun 18 22:26:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",o,0.0,0.0,en,2,2.0,madlaine63,425,547,,,,
Fri Jun 18 22:27:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>", ,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 22:27:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",w,0.0,0.0,en,165,136.0,researchAditya,1814,781,,,,Fascist Regime
Fri Jun 18 22:27:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,174,73.0,hary_en,179,320,,,,
Fri Jun 18 22:27:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",l,0.0,0.0,en,288,266.0,amaizuskitchen,1326,995,,,,
Fri Jun 18 22:27:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",c,0.0,0.0,en,86,30.0,k001_mfk,131,348,,,,
Fri Jun 18 22:27:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",o,0.0,0.0,en,1,1.0,MershackOkoe,122,276,False,,,"Miami, FL"
Fri Jun 18 22:28:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",m,0.0,0.0,en,1,1.0,MershackOkoe,122,276,False,,,"Miami, FL"
Fri Jun 18 22:28:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,149,80.0,hary_en,179,320,,,,
Fri Jun 18 22:28:04 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,0,1.0,MershackOkoe,122,276,,,,"Miami, FL"
Fri Jun 18 22:28:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,87,31.0,Gypsyliciousfab,134,166,,,,
Fri Jun 18 22:28:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",h,0.0,0.0,en,238,91.0,hary_en,179,320,,,,
Fri Jun 18 22:28:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,0,,zaswadosaze,3534,4628,False,,,los angeles
Fri Jun 18 22:29:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,487,246.0,researchAditya,1814,781,,,,Fascist Regime
